Member_number,itemDescription
3599,white bread
3599,flour
3599,citrus fruit
3599,margarine
3598,pork
3598,UHT-milk
3598,other vegetables
3598,whipped/sour cream
3593,canned beer
3593,pork
3593,instant coffee
3593,frankfurter
3593,citrus fruit
3593,whole milk
3593,berries
3593,dish cleaner
3593,rolls/buns
3593,pip fruit
3593,tropical fruit
3593,grapes
3593,yogurt
3593,chocolate
3593,coffee
3593,bottled water
3593,ham
3593,other vegetables
3591,frankfurter
3591,hamburger meat
3591,citrus fruit
3591,whole milk
3591,butter
3589,salt
3589,frozen fish
3589,curd
3589,other vegetables
3589,yogurt
3589,whole milk
3589,rolls/buns
3589,margarine
3589,pastry
3589,fruit/vegetable juice
3589,tropical fruit
3589,sausage
3585,other vegetables
3585,ham
3585,citrus fruit
3585,frozen meals
3584,soft cheese
3584,white bread
3584,soda
3584,other vegetables
3584,whipped/sour cream
3584,whole milk
3584,curd
3584,hamburger meat
3584,frozen fish
3584,meat
3580,ice cream
3580,butter
3580,whole milk
3580,canned beer
3577,meat
3577,whipped/sour cream
3577,sugar
3577,rolls/buns
3577,fruit/vegetable juice
3577,white bread
3576,herbs
3576,pot plants
3572,specialty chocolate
3572,rolls/buns
3572,pork
3567,tropical fruit
3567,napkins
3567,yogurt
3567,pip fruit
3565,curd
3565,chocolate
3565,shopping bags
3564,grapes
3564,coffee
3564,onions
3564,pip fruit
3564,frozen vegetables
3564,brown bread
3564,bottled water
3562,canned beer
3562,pork
3562,finished products
3562,white wine
3562,butter
3562,whole milk
3562,sausage
3562,salty snack
3562,ice cream
3562,rolls/buns
3562,shopping bags
3562,tropical fruit
3562,hygiene articles
3562,soda
3562,ham
3559,other vegetables
3559,chocolate
3559,shopping bags
3559,rolls/buns
3559,pastry
3559,spread cheese
3559,napkins
3559,chewing gum
3559,soda
3559,whole milk
3558,frankfurter
3558,other vegetables
3558,soft cheese
3558,specialty chocolate
3558,brown bread
3558,salty snack
3558,rolls/buns
3558,pip fruit
3558,red/blush wine
3558,yogurt
3558,ham
3558,citrus fruit
3558,canned fish
3558,whole milk
3558,soda
3558,whipped/sour cream
3556,seasonal products
3556,hamburger meat
3556,butter milk
3556,pork
3556,curd
3556,margarine
3556,brown bread
3556,root vegetables
3556,shopping bags
3556,whipped/sour cream
3555,onions
3555,curd
3555,frozen vegetables
3554,root vegetables
3554,citrus fruit
3554,beef
3554,salty snack
3554,meat
3554,artif. sweetener
3554,white bread
3553,domestic eggs
3553,coffee
3553,other vegetables
3553,ham
3553,waffles
3553,pip fruit
3549,tropical fruit
3549,misc. beverages
3549,salty snack
3549,other vegetables
3549,bottled beer
3549,dish cleaner
3549,berries
3549,frozen meals
3549,sugar
3549,canned beer
3549,rolls/buns
3549,yogurt
3549,beef
3549,brown bread
3549,instant coffee
3549,whole milk
3546,frozen dessert
3546,tropical fruit
3546,bottled beer
3546,other vegetables
3546,rolls/buns
3546,whole milk
3544,chocolate
3544,whole milk
3544,hard cheese
3544,dessert
3544,canned beer
3544,frozen dessert
3542,whole milk
3542,sugar
3542,other vegetables
3542,beef
3541,chicken
3541,rolls/buns
3541,pickled vegetables
3540,salt
3540,bottled water
3540,whole milk
3540,cream cheese
3540,salty snack
3540,pip fruit
3538,other vegetables
3538,pet care
3538,waffles
3538,citrus fruit
3538,yogurt
3536,whole milk
3536,soups
3536,oil
3535,specialty chocolate
3535,whole milk
3535,pip fruit
3535,rolls/buns
3535,fruit/vegetable juice
3535,beverages
3535,beef
3535,soda
3535,pastry
3531,dishes
3531,sausage
3531,white wine
3531,dish cleaner
3531,herbs
3531,berries
3531,liver loaf
3531,canned beer
3531,whole milk
3531,napkins
3531,pastry
3531,brown bread
3531,spread cheese
3531,white bread
3531,butter
3531,candy
3530,soda
3530,rolls/buns
3530,frozen meals
3530,shopping bags
3530,napkins
3530,specialty chocolate
3528,salty snack
3528,domestic eggs
3528,sliced cheese
3528,rolls/buns
3528,pastry
3528,soda
3528,sausage
3528,whole milk
3523,chocolate
3523,pastry
3523,salty snack
3523,bottled water
3523,whole milk
3523,domestic eggs
3523,brown bread
3523,root vegetables
3523,rolls/buns
3523,other vegetables
3521,rolls/buns
3521,butter milk
3521,soda
3521,whole milk
3521,other vegetables
3521,yogurt
3520,ketchup
3520,sliced cheese
3520,shopping bags
3520,canned beer
3520,whole milk
3520,detergent
3520,other vegetables
3519,soda
3519,sausage
3519,citrus fruit
3519,sugar
3519,bottled water
3519,rolls/buns
3519,specialty bar
3519,other vegetables
3519,root vegetables
3519,whole milk
3519,hamburger meat
3518,beef
3518,finished products
3518,sausage
3518,pastry
3518,ham
3518,candy
3518,spread cheese
3518,brown bread
3518,whole milk
3518,dessert
3518,fruit/vegetable juice
3518,other vegetables
3518,domestic eggs
3517,curd
3517,spread cheese
3517,specialty bar
3517,shopping bags
3517,margarine
3517,whole milk
3517,other vegetables
3517,brown bread
3517,yogurt
3517,butter
3517,chocolate marshmallow
3517,pip fruit
3517,domestic eggs
3517,coffee
3517,frankfurter
3517,meat
3517,hard cheese
3516,dessert
3516,rolls/buns
3516,bottled beer
3516,whipped/sour cream
3515,pastry
3515,rolls/buns
3515,pip fruit
3515,root vegetables
3515,brown bread
3515,onions
3515,canned vegetables
3515,canned beer
3515,cling film/bags
3515,sliced cheese
3512,other vegetables
3512,butter milk
3512,rolls/buns
3512,cat food
3509,coffee
3509,soda
3509,beef
3509,oil
3509,bottled water
3509,tropical fruit
3509,waffles
3509,pip fruit
3509,citrus fruit
3509,specialty chocolate
3509,hygiene articles
3509,fruit/vegetable juice
3507,pastry
3507,root vegetables
3507,soda
3507,other vegetables
3507,frozen meals
3507,pip fruit
3507,specialty chocolate
3507,margarine
3507,frozen vegetables
3507,whole milk
3507,UHT-milk
3507,tropical fruit
3507,red/blush wine
3505,soft cheese
3505,domestic eggs
3505,UHT-milk
3505,white wine
3505,soda
3505,other vegetables
3505,beverages
3505,brown bread
3505,cream cheese
3505,coffee
3505,ketchup
3505,white bread
3505,candy
3504,frozen meals
3504,whipped/sour cream
3504,white wine
3504,soda
3504,processed cheese
3504,root vegetables
3504,spread cheese
3504,sugar
3504,pip fruit
3504,hamburger meat
3504,frankfurter
3504,other vegetables
3504,dish cleaner
3503,pip fruit
3503,canned beer
3502,other vegetables
3502,soda
3502,whole milk
3502,fruit/vegetable juice
3502,artif. sweetener
3502,coffee
3502,cream cheese
3502,shopping bags
3502,salty snack
3502,UHT-milk
3501,whipped/sour cream
3501,bottled beer
3501,UHT-milk
3501,rolls/buns
3500,specialty bar
3500,meat
3500,frozen dessert
3500,misc. beverages
3500,canned beer
3500,soda
3500,whole milk
3500,tropical fruit
3500,domestic eggs
3500,bottled water
3500,brown bread
3500,pip fruit
3500,pastry
3500,specialty chocolate
3500,other vegetables
3499,napkins
3499,sausage
3499,kitchen towels
3499,berries
3499,sugar
3499,whole milk
3499,hard cheese
3499,yogurt
3499,curd
3499,red/blush wine
3499,other vegetables
3499,soda
3499,canned beer
3499,white wine
3499,UHT-milk
3495,domestic eggs
3495,beef
3495,whole milk
3495,fruit/vegetable juice
3495,sliced cheese
3495,rolls/buns
3495,pork
3495,canned vegetables
3495,pastry
3495,candy
3495,oil
3495,white wine
3495,hard cheese
3495,hygiene articles
3495,yogurt
3495,root vegetables
3495,canned beer
3493,pip fruit
3493,candy
3493,canned beer
3493,soda
3493,frozen dessert
3493,citrus fruit
3493,beef
3491,whole milk
3491,female sanitary products
3491,fruit/vegetable juice
3491,root vegetables
3491,sausage
3491,specialty bar
3491,ham
3491,cat food
3491,detergent
3491,rolls/buns
3491,tropical fruit
3486,canned beer
3486,root vegetables
3486,soap
3486,whole milk
3486,hamburger meat
3486,pip fruit
3486,whipped/sour cream
3486,candy
3486,spread cheese
3486,yogurt
3486,citrus fruit
3484,beef
3484,frozen meals
3484,pickled vegetables
3484,semi-finished bread
3484,brandy
3484,candy
3484,whole milk
3484,sausage
3484,rolls/buns
3484,canned beer
3484,white bread
3484,salty snack
3484,shopping bags
3484,specialty bar
3484,herbs
3484,UHT-milk
3484,tropical fruit
3484,cream cheese
3484,pip fruit
3481,soda
3481,whole milk
3481,beef
3481,sausage
3481,candy
3481,yogurt
3481,bottled beer
3481,root vegetables
3481,pork
3481,citrus fruit
3481,curd
3481,dishes
3481,other vegetables
3481,rolls/buns
3478,rolls/buns
3478,canned beer
3475,canned fish
3475,whole milk
3475,other vegetables
3475,yogurt
3475,misc. beverages
3475,root vegetables
3475,herbs
3475,brown bread
3475,bottled beer
3474,rolls/buns
3474,roll products
3474,dishes
3474,other vegetables
3474,berries
3474,soda
3474,frozen potato products
3474,root vegetables
3474,dish cleaner
3474,tropical fruit
3474,fruit/vegetable juice
3474,curd
3472,citrus fruit
3472,frankfurter
3472,mayonnaise
3472,chocolate
3472,other vegetables
3472,whipped/sour cream
3472,hamburger meat
3472,specialty chocolate
3472,misc. beverages
3472,pastry
3472,whole milk
3471,vinegar
3471,meat
3471,pastry
3471,frankfurter
3471,rolls/buns
3471,liquor
3471,sliced cheese
3471,hygiene articles
3470,pasta
3470,bottled beer
3470,soda
3470,frozen meals
3470,shopping bags
3470,root vegetables
3468,tropical fruit
3468,vinegar
3468,canned beer
3468,yogurt
3468,pastry
3468,canned vegetables
3468,salty snack
3468,liver loaf
3468,whipped/sour cream
3468,butter
3468,dish cleaner
3467,candy
3467,pastry
3467,beef
3467,soda
3467,shopping bags
3467,sausage
3467,citrus fruit
3467,pip fruit
3464,salt
3464,margarine
3464,brown bread
3464,chocolate
3461,sugar
3461,yogurt
3461,white bread
3461,chocolate
3461,soda
3457,coffee
3457,bottled water
3457,whole milk
3457,chicken
3457,chocolate marshmallow
3457,hygiene articles
3455,soft cheese
3455,pastry
3455,other vegetables
3455,root vegetables
3455,canned beer
3455,margarine
3453,frozen vegetables
3453,soda
3453,chewing gum
3453,UHT-milk
3452,meat
3452,other vegetables
3452,rolls/buns
3452,white bread
3452,citrus fruit
3452,berries
3452,pastry
3452,canned beer
3449,whole milk
3449,pork
3449,rolls/buns
3449,white bread
3449,brown bread
3449,soda
3449,sausage
3447,frankfurter
3447,margarine
3447,canned fish
3447,white bread
3447,soda
3447,root vegetables
3447,frozen vegetables
3447,whole milk
3447,mustard
3447,ice cream
3445,soda
3445,cream cheese
3445,sausage
3445,tropical fruit
3445,beverages
3443,domestic eggs
3443,sausage
3443,curd
3443,chicken
3443,coffee
3443,tropical fruit
3443,pip fruit
3443,root vegetables
3442,butter milk
3442,fruit/vegetable juice
3442,canned fish
3442,rolls/buns
3442,pip fruit
3442,brandy
3442,pastry
3442,misc. beverages
3442,citrus fruit
3442,root vegetables
3442,sparkling wine
3442,beef
3440,citrus fruit
3440,pork
3440,brown bread
3440,pip fruit
3440,yogurt
3438,sausage
3438,liquor
3438,chicken
3438,citrus fruit
3438,waffles
3438,margarine
3438,pip fruit
3438,root vegetables
3438,grapes
3438,cling film/bags
3438,pork
3438,rolls/buns
3438,dessert
3438,white wine
3437,pickled vegetables
3437,shopping bags
3437,hamburger meat
3437,cream cheese
3437,sausage
3437,berries
3437,canned vegetables
3437,pastry
3437,bottled beer
3437,soda
3437,butter milk
3437,beef
3437,frozen vegetables
3436,chicken
3436,UHT-milk
3429,sparkling wine
3429,root vegetables
3429,hard cheese
3429,fruit/vegetable juice
3429,coffee
3429,shopping bags
3429,whipped/sour cream
3429,cat food
3429,seasonal products
3429,curd
3429,other vegetables
3429,frankfurter
3429,pork
3429,soda
3429,rolls/buns
3428,beverages
3428,frozen meals
3428,cake bar
3428,other vegetables
3428,curd
3428,brown bread
3428,butter milk
3427,beverages
3427,meat
3427,specialty chocolate
3427,rolls/buns
3427,curd
3427,red/blush wine
3427,other vegetables
3427,soda
3427,yogurt
3426,misc. beverages
3426,pork
3426,root vegetables
3426,hard cheese
3426,yogurt
3426,pip fruit
3424,shopping bags
3424,root vegetables
3424,canned beer
3424,frozen meals
3424,frankfurter
3424,rolls/buns
3424,yogurt
3424,whole milk
3424,other vegetables
3424,butter milk
3422,pastry
3422,root vegetables
3419,rolls/buns
3419,dessert
3419,tropical fruit
3419,red/blush wine
3419,soap
3419,pot plants
3419,root vegetables
3419,curd
3419,onions
3419,cream cheese
3416,canned vegetables
3416,chicken
3416,other vegetables
3416,tropical fruit
3416,butter milk
3416,canned beer
3416,frozen vegetables
3416,turkey
3416,bottled beer
3416,rice
3416,frozen meals
3416,grapes
3415,bottled water
3415,curd
3415,frozen vegetables
3415,pet care
3415,whole milk
3415,other vegetables
3414,bottled beer
3414,whole milk
3414,brown bread
3414,chewing gum
3414,cream cheese
3414,bottled water
3414,curd
3414,liquor
3414,whipped/sour cream
3414,napkins
3414,other vegetables
3411,roll products
3411,other vegetables
3411,dessert
3411,margarine
3411,berries
3411,whole milk
3410,packaged fruit/vegetables
3410,ham
3410,rolls/buns
3410,coffee
3410,curd
3410,spread cheese
3410,shopping bags
3410,onions
3410,pastry
3410,whole milk
3410,yogurt
3410,other vegetables
3410,cream cheese
3407,curd
3407,onions
3407,bottled beer
3407,canned beer
3407,coffee
3407,tropical fruit
3407,cling film/bags
3407,cream cheese
3407,bottled water
3406,whole milk
3406,bottled beer
3406,rolls/buns
3406,sliced cheese
3406,pork
3406,sausage
3405,white wine
3405,ice cream
3405,cream cheese
3405,fruit/vegetable juice
3405,sliced cheese
3405,UHT-milk
3405,brown bread
3405,pip fruit
3405,canned fish
3405,other vegetables
3405,beef
3405,rolls/buns
3405,margarine
3405,whole milk
3404,whole milk
3404,shopping bags
3404,pasta
3404,butter milk
3403,curd
3403,brown bread
3403,bottled water
3403,UHT-milk
3403,canned beer
3403,baking powder
3403,shopping bags
3401,bottled beer
3401,chewing gum
3401,other vegetables
3401,condensed milk
3401,pork
3401,pip fruit
3401,candy
3401,yogurt
3401,root vegetables
3401,sausage
3397,whipped/sour cream
3397,curd
3397,citrus fruit
3397,candy
3397,bottled beer
3397,white bread
3393,pot plants
3393,pip fruit
3393,shopping bags
3393,semi-finished bread
3393,tropical fruit
3393,bottled water
3393,pastry
3393,coffee
3393,candy
3393,frozen potato products
3393,white bread
3393,whole milk
3393,onions
3393,condensed milk
3393,canned vegetables
3390,soda
3390,berries
3390,shopping bags
3390,frozen meals
3390,canned beer
3390,whole milk
3390,coffee
3390,yogurt
3390,cat food
3389,whole milk
3389,chocolate
3389,bottled water
3389,other vegetables
3389,butter milk
3389,ice cream
3389,beef
3389,root vegetables
3389,yogurt
3389,berries
3389,cream cheese
3384,seasonal products
3384,dessert
3384,frozen vegetables
3384,rolls/buns
3384,sugar
3384,bottled water
3384,fruit/vegetable juice
3384,soda
3384,frozen meals
3383,soda
3383,other vegetables
3383,pet care
3383,misc. beverages
3383,bottled water
3382,dessert
3382,yogurt
3382,processed cheese
3382,tropical fruit
3382,pastry
3382,bottled beer
3382,candy
3382,rolls/buns
3382,UHT-milk
3382,cat food
3380,hard cheese
3380,root vegetables
3380,yogurt
3380,other vegetables
3380,soda
3380,turkey
3380,margarine
3380,pip fruit
3380,red/blush wine
3380,pasta
3380,misc. beverages
3380,frozen fish
3380,coffee
3380,flour
3380,herbs
3380,pork
3379,whipped/sour cream
3379,roll products
3379,oil
3379,butter milk
3379,bottled water
3377,ice cream
3377,pip fruit
3376,cream cheese
3376,other vegetables
3376,soda
3374,white bread
3374,pork
3374,brandy
3374,bottled water
3374,chicken
3373,bottled water
3373,pip fruit
3373,brown bread
3373,other vegetables
3365,whole milk
3365,cat food
3365,domestic eggs
3365,meat
3365,root vegetables
3365,bottled water
3365,canned beer
3365,butter milk
3365,chicken
3365,pastry
3365,soda
3365,other vegetables
3364,citrus fruit
3364,specialty bar
3364,beverages
3364,specialty chocolate
3364,chocolate
3364,other vegetables
3364,oil
3364,herbs
3364,beef
3364,sausage
3364,yogurt
3363,rolls/buns
3363,margarine
3363,root vegetables
3363,salty snack
3363,pork
3363,detergent
3363,herbs
3363,other vegetables
3363,butter
3363,baking powder
3363,canned beer
3362,pip fruit
3362,soda
3361,rolls/buns
3361,specialty bar
3361,other vegetables
3361,finished products
3361,baking powder
3361,pastry
3361,white wine
3361,cream cheese
3361,tropical fruit
3361,butter milk
3361,hygiene articles
3361,soda
3361,bottled beer
3361,chocolate
3361,detergent
3361,beverages
3361,pork
3361,berries
3361,beef
3361,oil
3359,white wine
3359,misc. beverages
3359,chewing gum
3359,butter
3359,shopping bags
3358,fruit/vegetable juice
3358,hard cheese
3358,soda
3358,rolls/buns
3358,yogurt
3358,cream cheese
3358,whipped/sour cream
3358,chocolate
3358,ham
3358,bottled beer
3358,citrus fruit
3358,whole milk
3358,other vegetables
3357,pip fruit
3357,hygiene articles
3357,bottled beer
3357,pickled vegetables
3357,mustard
3357,beverages
3356,frozen vegetables
3356,beef
3356,UHT-milk
3356,root vegetables
3356,fruit/vegetable juice
3356,citrus fruit
3356,tropical fruit
3356,other vegetables
3356,meat
3356,domestic eggs
3356,whole milk
3356,canned beer
3356,butter
3356,processed cheese
3356,soda
3355,napkins
3355,brown bread
3355,pork
3355,other vegetables
3355,chicken
3349,other vegetables
3349,tropical fruit
3349,curd
3349,liquor
3349,rolls/buns
3349,herbs
3349,whole milk
3347,whole milk
3347,other vegetables
3347,pastry
3347,rolls/buns
3347,sausage
3347,ice cream
3347,soda
3347,canned beer
3347,beef
3347,coffee
3347,margarine
3347,whipped/sour cream
3345,soda
3345,whole milk
3343,shopping bags
3343,hygiene articles
3343,rolls/buns
3343,berries
3343,frankfurter
3343,butter milk
3343,misc. beverages
3343,specialty bar
3343,whole milk
3343,salty snack
3342,sausage
3342,ice cream
3342,bottled water
3342,chocolate
3342,pork
3342,brandy
3339,butter milk
3339,whole milk
3339,napkins
3339,margarine
3339,meat
3339,pork
3339,canned beer
3339,rolls/buns
3336,tropical fruit
3336,pork
3332,domestic eggs
3332,pork
3332,frozen dessert
3332,root vegetables
3332,oil
3329,frozen meals
